77,1	1,767	674	NAN	
77,2	1,77	675	NAN	
77,3	1,77	675	NAN	
77,4	1,7685	675,5	NAN	
77,5	1,773	676	NAN	
77,6	1,7715	676	NAN	
77,7	1,7745	677	NAN	
77,8	1,7745	677	NAN	
77,9	1,7775	678	NAN	
78	1,779	678	NAN	
78,1	1,782	678,5	NAN	
78,2	1,785	679,5	NAN	
78,3	1,782	679,5	NAN	
78,4	1,7835	680	NAN	
78,5	1,7865	680	NAN	
78,6	1,7865	680,5	NAN	
78,7	1,7865	681	NAN	
78,8	1,788	681	NAN	
78,9	1,791	682	NAN	
79	1,794	682,5	NAN	
79,1	1,794	683	NAN	
79,2	1,794	683	NAN	
79,3	1,7955	684	NAN	
79,4	1,7985	684	NAN	
79,5	1,7985	684,5	NAN	
79,6	1,8	684,5	NAN	
79,7	1,8015	685	NAN	
79,8	1,8015	685	NAN	
79,9	1,8015	685	NAN	
80	1,8015	685,5	NAN	
80,1	1,8015	685	NAN	
80,2	1,803	685,5	NAN	
80,3	1,8045	686	NAN	
80,4	1,8045	686	NAN	
80,5	1,803	686	NAN	
80,6	1,8045	686	NAN	
80,7	1,8045	686,5	NAN	
80,8	1,806	686,5	NAN	
80,9	1,806	686,5	NAN	
81	1,806	686,5	NAN	
81,1	1,8075	687	NAN	
81,2	1,8075	687	NAN	
81,3	1,8075	687	NAN	
81,4	1,812	687,5	NAN	
81,5	1,8135	688	NAN	
81,6	1,815	689	NAN	
81,7	1,8165	689,5	NAN	
81,8	1,8195	690	NAN	
81,9	1,821	690,5	NAN	
82	1,821	691	NAN	
82,1	1,821	691	NAN	
82,2	1,824	691,5	NAN	
82,3	1,8225	691,5	NAN	
82,4	1,824	691,5	NAN	
82,5	1,824	691,5	NAN	
82,6	1,8255	692	NAN	
82,7	1,8255	692	NAN	
82,8	1,8255	692,5	NAN	
82,9	1,8255	692	NAN	
83	1,824	692	NAN	
83,1	1,827	692,5	NAN	
83,2	1,8255	693	NAN	
83,3	1,827	693	NAN	
83,4	1,8285	693,5	NAN	
83,5	1,833	694	NAN	
83,6	1,8315	694,5	NAN	
83,7	1,836	695	NAN	
83,8	1,836	695	NAN	
83,9	1,836	695,5	NAN	
84	1,836	695,5	NAN	
84,1	1,8375	695,5	NAN	
84,2	1,8405	696	NAN	
84,3	1,839	696,5	NAN	
84,4	1,839	696,5	NAN	
84,5	1,8405	697	NAN	
84,6	1,845	697,5	NAN	
84,7	1,8525	699,5	NAN	
84,8	1,8585	700,5	NAN	
84,9	1,8585	701,5	NAN	
85	1,857	701,5	NAN	
85,1	1,857	702	NAN	
85,2	1,8585	702	NAN	
85,3	1,8585	702,5	NAN	
85,4	1,86	703	NAN	
85,5	1,8645	703,5	NAN	
85,6	1,866	704	NAN	
85,7	1,872	705,5	NAN	
85,8	1,8735	706,5	NAN	
85,9	1,875	707	NAN	
86	1,8765	707,5	NAN	
86,1	1,878	707,5	NAN	
86,2	1,881	708	NAN	
86,3	1,884	709,5	NAN	
86,4	1,887	710	NAN	
86,5	1,89	711	NAN	
